titulo,ano,diretor,duracao,cor,generos,pais,classificacao,orcamento,receita,nota_imdb,likes_facebook,ator_1,ator_2,ator_3
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ",2005,Andrew Adamson,150,Color,Adventure|Family|Fantasy,USA,Livre,180000000,291709845,6.9,0,Jim Broadbent,Kiran Shah,Shane Rangi
Charlie and the Chocolate Factory ,2005,Tim Burton,115,Color,Adventure|Comedy|Family|Fantasy,USA,Livre,150000000,206456431,6.7,0,Johnny Depp,Christopher Lee,David Kelly
Batman Begins ,2005,Christopher Nolan,128,Color,Action|Adventure,USA,A partir de 13 anos,150000000,205343774,8.3,15000,Christian Bale,Liam Neeson,Morgan Freeman
Fun with Dick and Jane ,2005,Dean Parisot,90,Color,Comedy|Crime,USA,A partir de 13 anos,100000000,110332737,6.1,2000,John Michael Higgins,Richard Burgi,David Herman
Stealth ,2005,Rob Cohen,121,Color,Action|Adventure|Sci-Fi|Thriller,USA,A partir de 13 anos,135000000,31704416,5,0,Sam Shepard,Joe Morton,Richard Roxburgh
War of the Worlds ,2005,Steven Spielberg,116,Color,Adventure|Sci-Fi|Thriller,USA,A partir de 13 anos,132000000,234277056,6.5,0,Tom Cruise,Lisa Ann Walter,Rick Gonzalez
Star Wars: Episode III - Revenge of the Sith ,2005,George Lucas,140,Color,Action|Adventure|Fantasy|Sci-Fi,USA,A partir de 13 anos,113000000,380262555,7.6,10000,Natalie Portman,Christopher Lee,Hayden Christensen
Mr. & Mrs. Smith ,2005,Doug Liman,126,Color,Action|Comedy|Crime|Romance|Thriller,USA,A partir de 13 anos,120000000,186336103,6.5,0,Brad Pitt,Angelina Jolie Pitt,Stephanie March
Kingdom of Heaven ,2005,Ridley Scott,194,Color,Action|Adventure|Drama|History|War,USA,A partir de 18 anos,130000000,47396698,7.2,0,Liam Neeson,Orlando Bloom,Philip Glenister
The Island ,2005,Michael Bay,136,Color,Action|Adventure|Romance|Sci-Fi|Thriller,USA,A partir de 13 anos,126000000,35799026,6.9,0,Scarlett Johansson,Steve Buscemi,Djimon Hounsou
Son of the Mask ,2005,Lawrence Guterman,94,Color,Comedy|Family|Fantasy,USA,Livre,84000000,17010646,2.2,881,Jamie Kennedy,Traylor Howard,Ben Stein
Cinderella Man ,2005,Ron Howard,144,Color,Biography|Drama|Sport,USA,A partir de 13 anos,88000000,61644321,8,0,Paddy Considine,Bruce McGill,Rosemarie DeWitt
Memoirs of a Geisha ,2005,Rob Marshall,145,Color,Drama|Romance,USA,A partir de 13 anos,85000000,57010853,7.3,0,Li Gong,Mako,Karl Yune
The Longest Yard ,2005,Peter Segal,113,Color,Comedy|Crime|Sport,USA,A partir de 13 anos,82000000,158115031,6.4,0,Adam Sandler,Steve Reevis,Dalip Singh
Robots ,2005,Chris Wedge,91,Color,Adventure|Animation|Comedy|Family|Sci-Fi,USA,Livre,75000000,128200012,6.3,0,Jim Broadbent,Drew Carey,Paula Abdul
The Legend of Zorro ,2005,Martin Campbell,129,Color,Action|Adventure|Western,USA,Livre,75000000,45356386,5.9,951,Michael Emerson,Nick Chinlund,Adrian Alonso
The Brothers Grimm ,2005,Terry Gilliam,118,Color,Action|Adventure|Comedy|Fantasy|Thriller,USA,A partir de 13 anos,88000000,37899638,5.9,0,Matt Damon,Heath Ledger,Mackenzie Crook
Madagascar ,2005,Eric Darnell,86,Color,Adventure|Animation|Comedy|Family,USA,Livre,75000000,193136719,6.9,0,Jada Pinkett Smith,Cedric the Entertainer,Andy Richter
Be Cool ,2005,F. Gary Gray,118,Color,Comedy|Crime|Music,USA,A partir de 13 anos,53000000,55808744,5.7,0,Dwayne Johnson,Christina Milian,Debi Mazar
Hostage ,2005,Florent-Emilio Siri,113,Color,Action|Crime|Drama|Mystery|Thriller,USA,A partir de 18 anos,52000000,34636443,6.6,0,Jimmy Bennett,Bruce Willis,Ransford Doherty
Zathura: A Space Adventure ,2005,Jon Favreau,101,Color,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,USA,Livre,65000000,28045540,6.1,0,Kristen Stewart,Josh Hutcherson,Jonah Bobo
Chicken Little ,2005,Mark Dindal,81,Color,Adventure|Animation|Comedy|Family|Sci-Fi,USA,Outros,150000000,135381507,5.8,912,Catherine O'Hara,Fred Willard,Amy Sedaris
Cheaper by the Dozen 2 ,2005,Adam Shankman,94,Color,Adventure|Comedy|Family,USA,Livre,60000000,82569532,5.4,781,Taylor Lautner,Tom Welling,Alyson Stoner
Miss Congeniality 2: Armed and Fabulous ,2005,John Pasquin,115,Color,Action|Comedy|Crime,USA,A partir de 13 anos,45000000,48472213,5,621,Eileen Brennan,Diedrich Bader,Treat Williams
xXx: State of the Union ,2005,Lee Tamahori,101,Color,Action|Adventure|Crime|Thriller,USA,A partir de 13 anos,87000000,26082914,4.3,0,Sunny Mabrey,Nona Gaye,Xzibit
Dark Water ,2005,Walter Salles,103,Color,Drama|Horror|Thriller,USA,A partir de 13 anos,30000000,25472967,5.6,0,Dougray Scott,Camryn Manheim,Ariel Gade
