titulo,ano,diretor,duracao,cor,generos,pais,classificacao,orcamento,receita,nota_imdb,likes_facebook,ator_1,ator_2,ator_3
Wild Wild West ,1999,Barry Sonnenfeld,106,Color,Action|Comedy|Sci-Fi|Western,USA,A partir de 13 anos,170000000,113745408,4.8,0,Will Smith,Salma Hayek,Bai Ling
The 13th Warrior ,1999,John McTiernan,102,Color,Action|Adventure|History,USA,A partir de 18 anos,85000000,32694788,6.6,0,Tony Curran,Vladimir Kulich,Clive Russell
Star Wars: Episode I - The Phantom Menace ,1999,George Lucas,136,Color,Action|Adventure|Fantasy|Sci-Fi,USA,Livre,115000000,474544677,6.5,13000,Natalie Portman,Liam Neeson,Ian McDiarmid
End of Days ,1999,Peter Hyams,121,Color,Action|Fantasy|Horror|Mystery,USA,A partir de 18 anos,83000000,66862068,5.7,2000,CCH Pounder,Mark Margolis,Udo Kier
Toy Story 2 ,1999,John Lasseter,82,Color,Adventure|Animation|Comedy|Family|Fantasy,USA,Outros,90000000,245823397,7.9,0,Tom Hanks,John Ratzenberger,Wayne Knight
Bicentennial Man ,1999,Chris Columbus,132,Color,Comedy|Drama|Sci-Fi,USA,Livre,100000000,58220776,6.8,0,Robin Williams,Oliver Platt,John Michael Higgins
The Haunting ,1999,Jan de Bont,113,Color,Fantasy|Horror|Mystery|Thriller,USA,A partir de 13 anos,80000000,91188905,4.9,0,Liam Neeson,Lili Taylor,Virginia Madsen
Fantasia 2000 ,1999,James Algar,74,Color,Animation|Family|Fantasy|Music,USA,Outros,80000000,60507228,7.3,607,Quincy Jones,Penn Jillette,Russi Taylor
Inspector Gadget ,1999,David Kellogg,110,Color,Action|Adventure|Comedy|Family|Sci-Fi,USA,Livre,75000000,97360069,4.1,509,Matthew Broderick,Rene Auberjonois,Rupert Everett
Anna and the King ,1999,Andy Tennant,148,Color,Drama|History|Romance,USA,A partir de 13 anos,75000000,39251128,6.7,0,Bai Ling,Geoffrey Palmer,Randall Duk Kim
Runaway Bride ,1999,Garry Marshall,116,Color,Comedy|Romance,USA,Livre,70000000,152149590,5.5,0,Julia Roberts,Christopher Meloni,Hector Elizondo
Mystery Men ,1999,Kinka Usher,121,Color,Action|Comedy|Fantasy|Sci-Fi,USA,A partir de 13 anos,65000000,29655590,6,0,Janeane Garofalo,Wes Studi,Eddie Izzard
The Insider ,1999,Michael Mann,157,Color,Biography|Drama|Thriller,USA,A partir de 18 anos,68000000,28965197,7.9,0,Al Pacino,Rip Torn,Debi Mazar
Entrapment ,1999,Jon Amiel,113,Color,Action|Crime|Romance|Thriller,USA,A partir de 13 anos,66000000,87704396,6.2,0,Will Patton,Kevin McNally,Maury Chaykin
The Matrix ,1999,Lana Wachowski,136,Color,Action|Sci-Fi,USA,A partir de 18 anos,63000000,171383253,8.7,25000,Keanu Reeves,Marcus Chong,Gloria Foster
Fight Club ,1999,David Fincher,151,Color,Drama,USA,A partir de 18 anos,63000000,37023395,8.8,48000,Brad Pitt,Meat Loaf,Eugenie Bondurant
Random Hearts ,1999,Sydney Pollack,133,Color,Drama|Mystery|Romance,USA,A partir de 18 anos,64000000,31054924,5.1,295,Harrison Ford,Kristin Scott Thomas,Bill Cobbs
The Green Mile ,1999,Frank Darabont,189,Color,Crime|Drama|Fantasy|Mystery,USA,A partir de 18 anos,60000000,136801374,8.5,30000,Tom Hanks,Jeffrey DeMunn,Michael Jeter
The General's Daughter ,1999,Simon West,116,Color,Drama|Mystery|Thriller,USA,A partir de 18 anos,95000000,102678089,6.3,885,Daniel von Bargen,Timothy Hutton,Clarence Williams III
Any Given Sunday ,1999,Oliver Stone,156,Color,Drama|Sport,USA,A partir de 18 anos,55000000,75530832,6.8,0,Al Pacino,Dennis Quaid,LL Cool J
Deep Blue Sea ,1999,Renny Harlin,105,Color,Action|Sci-Fi|Thriller,USA,A partir de 18 anos,60000000,73648142,5.8,0,LL Cool J,Michael Rapaport,Saffron Burrows
My Favorite Martian ,1999,Donald Petrie,94,Color,Comedy|Family|Sci-Fi,USA,Livre,65000000,36830057,4.9,448,Steven Anthony Lawrence,Ray Walston,Michael Lerner
Edtv ,1999,Ron Howard,122,Color,Comedy|Drama,USA,A partir de 13 anos,55000000,22362500,6.1,641,Matthew McConaughey,Adam Goldberg,Clint Howard
Bowfinger ,1999,Frank Oz,85,Color,Comedy,USA,A partir de 13 anos,55000000,66365290,6.4,0,Robert Downey Jr.,Adam Alexi-Malle,Jamie Kennedy
Instinct ,1999,Jon Turteltaub,126,Color,Drama|Thriller,USA,A partir de 18 anos,55000000,34098563,6.5,0,Anthony Hopkins,Maura Tierney,John Ashton
Payback ,1999,Brian Helgeland,90,Color,Action|Crime|Drama|Thriller,USA,A partir de 18 anos,50000000,81517441,7.1,0,Bill Duke,Deborah Kara Unger,William Devane
For Love of the Game ,1999,Sam Raimi,137,Color,Drama|Romance|Sport,USA,A partir de 13 anos,50000000,35168395,6.5,0,J.K. Simmons,Kelly Preston,Carmine Giovinazzo
The Story of Us ,1999,Rob Reiner,95,Color,Comedy|Drama|Romance,USA,A partir de 18 anos,50000000,27067160,5.9,0,Bruce Willis,Tim Matheson,Rita Wilson
The Iron Giant ,1999,Brad Bird,90,Color,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,USA,Livre,70000000,23159305,8,0,Vin Diesel,Harry Connick Jr.,M. Emmet Walsh
