titulo,ano,diretor,duracao,cor,generos,pais,classificacao,orcamento,receita,nota_imdb,likes_facebook,ator_1,ator_2,ator_3
Eraser ,1996,Chuck Russell,115,Color,Action|Drama|Mystery|Thriller,USA,A partir de 18 anos,100000000,101228120,6.1,0,Vanessa Williams,James Coburn,Roma Maffia
The Hunchback of Notre Dame ,1996,Gary Trousdale,91,Color,Animation|Drama|Family|Musical|Romance,USA,Outros,100000000,100117603,6.9,0,Demi Moore,Jason Alexander,Bill Fagerbakke
Twister ,1996,Jan de Bont,113,Color,Action|Adventure|Drama|Thriller,USA,A partir de 13 anos,92000000,241688385,6.3,0,Philip Seymour Hoffman,Alan Ruck,Jami Gertz
Mission: Impossible ,1996,Brian De Palma,110,Color,Action|Adventure|Thriller,USA,A partir de 13 anos,80000000,180965237,7.1,0,Tom Cruise,Kristin Scott Thomas,Vanessa Redgrave
Space Jam ,1996,Joe Pytka,88,Color,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi|Sport,USA,Livre,80000000,90443603,6.3,0,Bill Murray,Wayne Knight,Michael Jordan
Mars Attacks! ,1996,Tim Burton,106,Color,Action|Comedy|Sci-Fi,USA,A partir de 13 anos,70000000,37754208,6.3,0,Natalie Portman,Martin Short,Lukas Haas
Daylight ,1996,Rob Cohen,114,Color,Action|Adventure|Drama|Thriller,USA,A partir de 13 anos,80000000,32885565,5.8,0,Sylvester Stallone,Viggo Mortensen,Amy Brenneman
Independence Day ,1996,Roland Emmerich,154,Color,Action|Adventure|Sci-Fi,USA,A partir de 13 anos,75000000,306124059,6.9,16000,Will Smith,Adam Baldwin,Mary McDonnell
The Rock ,1996,Michael Bay,136,Color,Action|Adventure|Thriller,USA,A partir de 18 anos,75000000,134006721,7.4,51000,Nicolas Cage,Michael Biehn,Bokeem Woodbine
Ransom ,1996,Ron Howard,139,Color,Crime|Thriller,USA,A partir de 18 anos,80000000,136448821,6.6,1000,Lili Taylor,Delroy Lindo,Rene Russo
Broken Arrow ,1996,John Woo,108,Color,Action|Crime|Thriller,USA,A partir de 18 anos,50000000,70450000,6,0,Delroy Lindo,Samantha Mathis,Bob Gunton
The Long Kiss Goodnight ,1996,Renny Harlin,121,Color,Action|Crime|Drama|Mystery|Thriller,USA,A partir de 18 anos,65000000,33328051,6.7,4000,Melina Kanakaredes,Craig Bierko,Yvonne Zima
Jingle All the Way ,1996,Brian Levant,94,Color,Comedy|Family,USA,Livre,60000000,60573641,5.4,0,Jim Belushi,Harvey Korman,Jake Lloyd
Up Close & Personal ,1996,Jon Avnet,124,Color,Drama|Romance,USA,A partir de 13 anos,60000000,51045801,6.1,829,Joe Mantegna,Stockard Channing,Raymond Cruz
DragonHeart ,1996,Rob Cohen,103,Color,Action|Adventure|Fantasy,USA,A partir de 13 anos,57000000,51317350,6.4,0,Dennis Quaid,Brian Thompson,Terry O'Neill
The Nutty Professor ,1996,Tom Shadyac,95,Color,Comedy|Romance|Sci-Fi,USA,A partir de 13 anos,54000000,128769345,5.6,960,Jada Pinkett Smith,James Coburn,Dave Chappelle
Executive Decision ,1996,Stuart Baird,133,Color,Action|Adventure|Thriller,USA,A partir de 18 anos,55000000,68750000,6.4,0,Oliver Platt,Joe Morton,J.T. Walsh
Evita ,1996,Alan Parker,135,Color,Biography|Drama|History|Musical,USA,Livre,55000000,49994804,6.3,0,Andrea Corr,Jimmy Nail,Peter Polycarpou
The Ghost and the Darkness ,1996,Stephen Hopkins,110,Color,Adventure|Drama|Horror|Thriller,USA,A partir de 18 anos,55000000,38553833,6.8,0,Tom Wilkinson,Bernard Hill,Om Puri
Chain Reaction ,1996,Andrew Davis,107,Color,Action|Drama|Sci-Fi|Thriller,USA,A partir de 13 anos,50000000,20550712,5.6,1000,Keanu Reeves,Morgan Freeman,Kevin Dunn
The Fan ,1996,Tony Scott,116,Color,Action|Drama|Sport|Thriller,USA,A partir de 18 anos,55000000,18573791,5.8,0,Robert De Niro,Kurt Fuller,Ellen Barkin
Jerry Maguire ,1996,Cameron Crowe,139,Color,Comedy|Drama|Romance|Sport,USA,A partir de 18 anos,50000000,153620822,7.3,0,Tom Cruise,Kelly Preston,Bonnie Hunt
Striptease ,1996,Andrew Bergman,117,Color,Comedy|Crime|Drama|Thriller,USA,A partir de 18 anos,40000000,32800000,4.3,877,Demi Moore,Rumer Willis,Paul Guilfoyle
Escape from L.A. ,1996,John Carpenter,101,Color,Action|Adventure|Sci-Fi|Thriller,USA,A partir de 18 anos,50000000,25407250,5.7,0,Steve Buscemi,Valeria Golino,Michelle Forbes
The Cable Guy ,1996,Ben Stiller,96,Color,Comedy|Drama|Thriller,USA,A partir de 13 anos,47000000,60154431,6,0,Matthew Broderick,Janeane Garofalo,Andy Dick
Mary Reilly ,1996,Stephen Frears,108,Color,Drama|Horror|Romance|Thriller,USA,A partir de 18 anos,47000000,5600000,5.8,616,Julia Roberts,Bronagh Gallagher,George Cole
Star Trek: First Contact ,1996,Jonathan Frakes,111,Color,Action|Adventure|Drama|Sci-Fi|Thriller,USA,A partir de 13 anos,45000000,92001027,7.6,3000,LeVar Burton,Alfre Woodard,Jonathan Frakes
Courage Under Fire ,1996,Edward Zwick,116,Color,Action|Drama|Mystery|Thriller|War,USA,A partir de 18 anos,46000000,58918501,6.6,975,Denzel Washington,Matt Damon,Scott Glenn
Tin Cup ,1996,Ron Shelton,135,Color,Comedy|Drama|Romance|Sport,USA,A partir de 18 anos,45000000,53854588,6.3,1000,Don Johnson,Cheech Marin,Rene Russo
The Glimmer Man ,1996,John Gray,91,Color,Action|Comedy|Crime|Drama|Thriller,USA,A partir de 18 anos,45000000,20400913,5.3,451,Alexa PenaVega,Bob Gunton,Keenen Ivory Wayans
Multiplicity ,1996,Harold Ramis,117,Color,Comedy|Romance|Sci-Fi,USA,A partir de 13 anos,45000000,20101861,6,0,John de Lancie,Brian Doyle-Murray,Obba Babatundé
Sleepers ,1996,Barry Levinson,147,Black and White,Crime|Drama|Thriller,USA,A partir de 18 anos,44000000,53300852,7.5,0,Robert De Niro,Brad Pitt,Minnie Driver
The Juror ,1996,Brian Gibson,118,Color,Drama|Thriller,USA,A partir de 18 anos,44000000,44834712,5.6,353,Joseph Gordon-Levitt,Demi Moore,Anne Heche
The Mirror Has Two Faces ,1996,Barbra Streisand,122,Color,Comedy|Drama|Romance,USA,A partir de 13 anos,42000000,41252428,6.5,0,Jeff Bridges,Austin Pendleton,Mimi Rogers
A Time to Kill ,1996,Joel Schumacher,149,Color,Crime|Drama|Thriller,USA,A partir de 18 anos,40000000,108706165,7.4,0,Kevin Spacey,Matthew McConaughey,Oliver Platt
The Island of Dr. Moreau ,1996,John Frankenheimer,99,Color,Horror|Sci-Fi|Thriller,USA,A partir de 13 anos,40000000,27663982,4.4,0,Marlon Brando,Temuera Morrison,Marco Hofschneider
City Hall ,1996,Harold Becker,111,Color,Drama|Thriller,USA,A partir de 18 anos,40000000,20300000,6.2,309,Al Pacino,Martin Landau,Bridget Fonda
Sgt. Bilko ,1996,Jonathan Lynn,93,Color,Comedy,USA,Livre,39000000,30400000,5.7,478,Austin Pendleton,Phil Hartman,Max Casella
Extreme Measures ,1996,Michael Apted,118,Color,Crime|Drama|Mystery|Thriller,USA,A partir de 18 anos,38000000,17305211,6.1,352,J.K. Simmons,Paul Guilfoyle,Bill Nunn
White Squall ,1996,Ridley Scott,129,Color,Adventure|Drama,USA,A partir de 13 anos,38000000,10300000,6.6,911,Jeff Bridges,Jason Marsden,Ethan Embry
Ghosts of Mississippi ,1996,Rob Reiner,130,Color,Drama|History,USA,A partir de 13 anos,36000000,13052741,6.7,591,Alexa PenaVega,Virginia Madsen,Craig T. Nelson
The English Patient ,1996,Anthony Minghella,162,Color,Drama|Romance|War,USA,A partir de 18 anos,27000000,78651430,7.4,0,Colin Firth,Kristin Scott Thomas,Jürgen Prochnow
Phenomenon ,1996,Jon Turteltaub,123,Color,Drama|Fantasy|Romance|Sci-Fi,USA,Livre,32000000,104632573,6.4,0,Robert Duvall,Kyra Sedgwick,David Gallagher
Bogus ,1996,Norman Jewison,110,Color,Comedy|Family|Fantasy,USA,Livre,30000000,4357000,5.3,350,Haley Joel Osment,Nancy Travis,Andrea Martin
The First Wives Club ,1996,Hugh Wilson,103,Color,Comedy,USA,Livre,26000000,105444419,6.2,0,Stockard Channing,Elizabeth Berkley,Stephen Collins
Fled ,1996,Kevin Hooks,105,Color,Action|Adventure|Crime|Drama|Romance,USA,A partir de 18 anos,25000000,17100000,5.3,204,Salma Hayek,Stephen Baldwin,Will Patton
Blood and Wine ,1996,Bob Rafelson,101,Color,Crime|Drama|Thriller,USA,A partir de 18 anos,22000000,1075288,6.1,145,Harold Perrineau,Mike Starr,Judy Davis
Flipper ,1996,Alan Shapiro,95,Color,Adventure|Family,USA,Livre,25530000,20047715,5.2,504,Paul Hogan,Chelsea Field,Jessica Wesson
Kingpin ,1996,Bobby Farrelly,117,Color,Comedy|Sport,USA,A partir de 13 anos,27000000,24944213,6.9,3000,Bill Murray,Lin Shaye,Richard Tyson
Maximum Risk ,1996,Ringo Lam,101,Color,Action|Crime|Mystery|Romance|Thriller,USA,A partir de 18 anos,25000000,14095303,5.4,503,Natasha Henstridge,Zach Grenier,Paul Ben-Victor
Mrs. Winterbourne ,1996,Richard Benjamin,105,Color,Comedy|Drama|Romance,USA,A partir de 13 anos,25000000,10070000,6.2,491,Brendan Fraser,Jane Krakowski,Cathryn de Prume
Marvin's Room ,1996,Jerry Zaks,98,Color,Drama,USA,A partir de 13 anos,23000000,12782508,6.7,1000,Leonardo DiCaprio,Robert De Niro,Meryl Streep
My Fellow Americans ,1996,Peter Segal,101,Color,Adventure|Comedy,USA,A partir de 13 anos,21500000,22294341,6.5,758,Wilford Brimley,Bradley Whitford,Sela Ward
Eye for an Eye ,1996,John Schlesinger,101,Color,Crime|Drama|Thriller,USA,A partir de 18 anos,20000000,53146000,6.1,613,Joe Mantegna,Beverly D'Angelo,Philip Baker Hall
From Dusk Till Dawn ,1996,Robert Rodriguez,108,Color,Crime|Fantasy|Horror,USA,A partir de 18 anos,19000000,25753840,7.3,12000,Quentin Tarantino,Salma Hayek,Cheech Marin
Everyone Says I Love You ,1996,Woody Allen,101,Color,Comedy|Musical|Romance,USA,A partir de 18 anos,20000000,9714482,6.8,0,Natasha Lyonne,Gaby Hoffmann,Jeff DeRocker
Scream ,1996,Wes Craven,103,Color,Horror|Mystery,USA,A partir de 18 anos,15000000,103001286,7.2,11000,David Arquette,W. Earl Brown,Roger Jackson
Spy Hard ,1996,Rick Friedberg,81,Color,Action|Comedy,USA,A partir de 13 anos,18000000,26906039,5.3,588,Hulk Hogan,Barry Bostwick,Nicollette Sheridan
The Craft ,1996,Andrew Fleming,101,Color,Drama|Fantasy|Horror|Thriller,USA,A partir de 18 anos,15000000,24881000,6.2,6000,Christine Taylor,Rachel True,Brenda Strong
Romeo + Juliet ,1996,Baz Luhrmann,120,Color,Drama|Romance,USA,A partir de 13 anos,14500000,46338728,6.8,10000,Leonardo DiCaprio,Harold Perrineau,Brian Dennehy
Thinner ,1996,Tom Holland,93,Color,Fantasy|Horror,USA,A partir de 18 anos,8500000,15171475,5.7,0,Joe Mantegna,Bethany Joy Lenz,Kari Wuhrer
Harriet the Spy ,1996,Bronwen Hughes,100,Color,Comedy|Drama|Family,USA,Livre,13000000,26539321,5.9,833,Gregory Smith,Eartha Kitt,Charlotte Sullivan
Faithful ,1996,Paul Mazursky,91,Color,Comedy|Crime|Drama,USA,A partir de 18 anos,13000000,2104000,5.9,69,Chazz Palminteri,Ryan O'Neal,Paul Mazursky
The Funeral ,1996,Abel Ferrara,99,Color,Crime|Drama,USA,A partir de 18 anos,12500000,1227324,6.6,344,Isabella Rossellini,Vincent Gallo,Gretchen Mol
Beavis and Butt-Head Do America ,1996,Mike Judge,81,Color,Adventure|Animation|Comedy|Crime,USA,A partir de 13 anos,12000000,63071133,6.8,0,Bruce Willis,Demi Moore,John Doman
Girl 6 ,1996,Spike Lee,108,Color,Comedy|Drama,USA,A partir de 18 anos,12000000,4903000,5,251,Michael Imperioli,Debi Mazar,Gretchen Mol
Happy Gilmore ,1996,Dennis Dugan,92,Color,Comedy|Sport,USA,A partir de 13 anos,12000000,38624000,7,0,Adam Sandler,Kevin Nealon,Frances Bay
Set It Off ,1996,F. Gary Gray,123,Color,Action|Crime|Drama|Romance|Thriller,USA,A partir de 18 anos,9000000,36049108,6.8,0,Vivica A. Fox,Jada Pinkett Smith,Blair Underwood
A Thin Line Between Love and Hate ,1996,Martin Lawrence,108,Color,Comedy|Crime|Drama|Romance|Thriller,USA,A partir de 18 anos,8000000,34746109,5.6,559,Faizon Love,Lynn Whitfield,Della Reese
The Pallbearer ,1996,Matt Reeves,98,Color,Comedy|Romance,USA,A partir de 13 anos,8000000,NA,4.9,125,Mark Margolis,Michael Rapaport,Carol Kane
Flirting with Disaster ,1996,David O. Russell,92,Color,Comedy,USA,A partir de 18 anos,7000000,14891000,6.8,824,Lily Tomlin,Mary Tyler Moore,David Patrick Kelly
Lone Star ,1996,John Sayles,135,Color,Drama|Mystery,USA,A partir de 18 anos,5000000,13269963,7.6,0,Matthew McConaughey,Clifton James,Miriam Colon
Bottle Rocket ,1996,Wes Anderson,91,Color,Comedy|Crime|Drama,USA,A partir de 18 anos,7000000,1040879,7.1,0,Andrew Wilson,Darryl Cox,Lumi Cavazos
Albino Alligator ,1996,Kevin Spacey,97,Color,Crime|Drama|Thriller,USA,A partir de 18 anos,5000000,326308,6.1,225,Viggo Mortensen,Joe Mantegna,Faye Dunaway
Sling Blade ,1996,Billy Bob Thornton,148,Color,Drama,USA,A partir de 18 anos,890000,24475416,8,0,Robert Duvall,Dwight Yoakam,J.T. Walsh
Bound ,1996,Lana Wachowski,109,Color,Crime|Drama|Romance|Thriller,USA,A partir de 18 anos,4500000,3798532,7.4,2000,Christopher Meloni,Kevin Michael Richardson,Peter Spellos
Waiting for Guffman ,1996,Christopher Guest,84,Color,Comedy,USA,A partir de 18 anos,4000000,2892582,7.6,0,Catherine O'Hara,Fred Willard,Larry Miller
She's the One ,1996,Edward Burns,96,Color,Comedy|Drama|Romance,USA,A partir de 18 anos,3500000,9449219,6.1,453,John Mahoney,Frank Vincent,Michael McGlone
Kama Sutra: A Tale of Love ,1996,Mira Nair,109,Color,Crime|Drama|History|Romance,USA,A partir de 18 anos,3000000,4109095,6,0,Indira Varma,Sarita Choudhury,Rekha
Basquiat ,1996,Julian Schnabel,108,Color,Biography|Drama,USA,A partir de 18 anos,3300000,2961991,6.9,0,Gary Oldman,Michael Wincott,Courtney Love
Freeway ,1996,Matthew Bright,102,Color,Comedy|Crime|Drama|Thriller,USA,A partir de 18 anos,3000000,NA,6.9,0,Bokeem Woodbine,Dan Hedaya,Robert Peters
That Thing You Do! ,1996,Tom Hanks,149,Color,Comedy|Drama|Music,USA,Livre,26000000,25809813,6.9,0,Tom Hanks,Charlize Theron,Ethan Embry
Get on the Bus ,1996,Spike Lee,120,Color,Drama|History,USA,A partir de 18 anos,2400000,5731103,6.8,352,Bernie Mac,Harry Lennix,Andre Braugher
Trees Lounge ,1996,Steve Buscemi,95,Color,Comedy|Drama,USA,A partir de 18 anos,1300000,695229,7.2,872,Steve Buscemi,Debi Mazar,Carol Kane
The Last Big Thing ,1996,Dan Zukovic,98,Color,Comedy|Drama,USA,A partir de 18 anos,NA,22434,6.9,43,Yul Vazquez,Louis Mustillo,James Lorinz
Swingers ,1996,Doug Liman,96,Color,Comedy|Drama,USA,A partir de 18 anos,200000,4505922,7.4,0,Jon Favreau,Alex Désert,Blake Lindsley
