titulo,ano,diretor,duracao,cor,generos,pais,classificacao,orcamento,receita,nota_imdb,likes_facebook,ator_1,ator_2,ator_3
Transformers: Age of Extinction ,2014,Michael Bay,165,Color,Action|Adventure|Sci-Fi,USA,A partir de 13 anos,210000000,245428137,5.7,56000,Bingbing Li,Sophia Myles,Kelsey Grammer
The Amazing Spider-Man 2 ,2014,Marc Webb,142,Color,Action|Adventure|Fantasy|Sci-Fi,USA,A partir de 13 anos,200000000,202853933,6.7,41000,Emma Stone,Andrew Garfield,B.J. Novak
X-Men: Days of Future Past ,2014,Bryan Singer,149,Color,Action|Adventure|Fantasy|Sci-Fi|Thriller,USA,A partir de 13 anos,200000000,233914986,8,82000,Jennifer Lawrence,Peter Dinklage,Hugh Jackman
Edge of Tomorrow ,2014,Doug Liman,113,Color,Action|Adventure|Sci-Fi,USA,A partir de 13 anos,178000000,100189501,7.9,77000,Tom Cruise,Lara Pulver,Noah Taylor
Maleficent ,2014,Robert Stromberg,97,Color,Action|Adventure|Family|Fantasy|Romance,USA,Livre,180000000,241407328,7,89000,Angelina Jolie Pitt,Sharlto Copley,Sam Riley
Dawn of the Planet of the Apes ,2014,Matt Reeves,130,Color,Action|Adventure|Drama|Sci-Fi,USA,A partir de 13 anos,170000000,208543795,7.6,45000,Gary Oldman,Judy Greer,Kodi Smit-McPhee
Captain America: The Winter Soldier ,2014,Anthony Russo,136,Color,Action|Adventure|Sci-Fi,USA,A partir de 13 anos,170000000,259746958,7.8,55000,Scarlett Johansson,Chris Evans,Hayley Atwell
Big Hero 6 ,2014,Don Hall,102,Color,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,USA,Livre,165000000,222487711,7.9,41000,Damon Wayans Jr.,Daniel Henney,Abraham Benrubi
Guardians of the Galaxy ,2014,James Gunn,121,Color,Action|Adventure|Sci-Fi,USA,A partir de 13 anos,170000000,333130696,8.1,96000,Bradley Cooper,Vin Diesel,Djimon Hounsou
Interstellar ,2014,Christopher Nolan,169,Color,Adventure|Drama|Sci-Fi,USA,A partir de 13 anos,165000000,187991439,8.6,349000,Matthew McConaughey,Anne Hathaway,Mackenzie Foy
Mr. Peabody & Sherman ,2014,Rob Minkoff,92,Color,Adventure|Animation|Comedy|Family|Sci-Fi,USA,Livre,145000000,111505642,6.9,11000,Ty Burrell,Zach Callison,Karan Brar
How to Train Your Dragon 2 ,2014,Dean DeBlois,102,Color,Action|Adventure|Animation|Comedy|Family|Fantasy,USA,Livre,145000000,176997107,7.9,46000,Gerard Butler,Djimon Hounsou,America Ferrera
Penguins of Madagascar ,2014,Eric Darnell,92,Color,Adventure|Animation|Comedy|Family,USA,Livre,132000000,83348920,6.7,11000,Benedict Cumberbatch,Annet Mahendru,Andy Richter
Noah ,2014,Darren Aronofsky,138,Color,Action|Adventure|Drama,USA,A partir de 13 anos,125000000,101160529,5.8,71000,Anthony Hopkins,Emma Watson,Logan Lerman
Night at the Museum: Secret of the Tomb ,2014,Shawn Levy,98,Color,Adventure|Comedy|Family|Fantasy,USA,Livre,127000000,113733726,6.2,11000,Robin Williams,Rami Malek,Steve Coogan
The Hunger Games: Mockingjay - Part 1 ,2014,Francis Lawrence,123,Color,Adventure|Sci-Fi|Thriller,USA,A partir de 13 anos,125000000,337103873,6.7,52000,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson
Rio 2 ,2014,Carlos Saldanha,101,Color,Adventure|Animation|Comedy|Family|Musical,USA,Outros,103000000,131536019,6.4,0,Miguel Ferrer,Rachel Crow,Jeffrey Garcia
RoboCop ,2014,José Padilha,117,Color,Action|Crime|Sci-Fi|Thriller,USA,A partir de 13 anos,100000000,58607007,6.2,60000,Gary Oldman,Abbie Cornish,Jennifer Ehle
Teenage Mutant Ninja Turtles ,2014,Jonathan Liebesman,101,Color,Action|Adventure|Comedy|Sci-Fi,USA,A partir de 13 anos,125000000,190871240,5.9,62000,Noel Fisher,Danny Woodburn,Jeremy Howard
300: Rise of an Empire ,2014,Noam Murro,102,Color,Action|Drama|Fantasy|War,USA,A partir de 18 anos,110000000,106369117,6.2,71000,Eva Green,Sullivan Stapleton,Peter Mensah
Hercules ,2014,Brett Ratner,101,Color,Action|Adventure,USA,A partir de 13 anos,100000000,72660029,6,21000,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal
The Expendables 3 ,2014,Patrick Hughes,131,Color,Action|Adventure|Thriller,USA,A partir de 13 anos,90000000,39292022,6.1,56000,Jason Statham,Sylvester Stallone,Harrison Ford
Seventh Son ,2014,Sergey Bodrov,102,Color,Action|Adventure|Fantasy,USA,A partir de 13 anos,95000000,17176900,5.5,16000,Jeff Bridges,Djimon Hounsou,Olivia Williams
