titulo,ano,diretor,duracao,cor,generos,pais,classificacao,orcamento,receita,nota_imdb,likes_facebook,ator_1,ator_2,ator_3
The Fast and the Furious ,2001,Rob Cohen,106,Color,Action|Crime|Thriller,USA,A partir de 13 anos,38000000,144512310,6.7,14000,Paul Walker,Vin Diesel,Jordana Brewster
Pearl Harbor ,2001,Michael Bay,184,Black and White,Action|Drama|History|Romance|War,USA,A partir de 13 anos,140000000,198539855,6.1,0,Jennifer Garner,Jaime King,Mako
Final Fantasy: The Spirits Within ,2001,Hironobu Sakaguchi,106,Color,Action|Adventure|Animation|Fantasy|Romance|Sci-Fi,USA,A partir de 13 anos,137000000,32131830,6.4,0,Steve Buscemi,Ming-Na Wen,Jean Simmons
"Monsters, Inc. ",2001,Pete Docter,92,Color,Adventure|Animation|Comedy|Family|Fantasy,USA,Outros,115000000,289907418,8.1,0,Steve Buscemi,John Ratzenberger,James Coburn
Ali ,2001,Michael Mann,165,Black and White,Biography|Drama|Sport,USA,A partir de 18 anos,107000000,58183966,6.8,0,Will Smith,Jada Pinkett Smith,Joe Morton
Planet of the Apes ,2001,Tim Burton,119,Color,Action|Adventure|Sci-Fi|Thriller,USA,A partir de 13 anos,100000000,180011740,5.7,0,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari
The Mummy Returns ,2001,Stephen Sommers,130,Color,Action|Adventure|Fantasy|Thriller,USA,A partir de 13 anos,98000000,202007640,6.3,0,Dwayne Johnson,Brendan Fraser,Patricia Velasquez
Black Hawk Down ,2001,Ridley Scott,152,Color,Drama|History|War,USA,A partir de 18 anos,92000000,108638745,7.7,10000,Ioan Gruffudd,Sam Shepard,Ewen Bremner
Lara Croft: Tomb Raider ,2001,Simon West,100,Color,Action|Adventure|Fantasy|Thriller,USA,A partir de 13 anos,115000000,131144183,5.7,0,Angelina Jolie Pitt,Noah Taylor,Chris Barrie
Jurassic Park III ,2001,Joe Johnston,92,Color,Action|Adventure|Sci-Fi|Thriller,USA,A partir de 13 anos,93000000,181166115,5.9,0,Michael Jeter,Trevor Morgan,Alessandro Nivola
Rush Hour 2 ,2001,Brett Ratner,90,Color,Action|Comedy|Crime|Thriller,USA,A partir de 13 anos,90000000,226138454,6.6,0,Mei Melançon,John Lone,Harris Yulin
Atlantis: The Lost Empire ,2001,Gary Trousdale,95,Color,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,USA,Livre,120000000,84037039,6.8,0,Leonard Nimoy,Jim Varney,Cree Summer
A.I. Artificial Intelligence ,2001,Steven Spielberg,146,Color,Adventure|Drama|Sci-Fi,USA,A partir de 13 anos,100000000,78616689,7.1,11000,Haley Joel Osment,William Hurt,Kevin Sussman
The Fast and the Furious ,2001,Rob Cohen,106,Color,Action|Crime|Thriller,USA,A partir de 13 anos,38000000,144512310,6.7,14000,Paul Walker,Vin Diesel,Jordana Brewster
Ocean's Eleven ,2001,Steven Soderbergh,116,Color,Crime|Thriller,USA,A partir de 13 anos,85000000,183405771,7.8,0,Brad Pitt,Bernie Mac,Elliott Gould
Enemy at the Gates ,2001,Jean-Jacques Annaud,131,Color,Drama|History|War,USA,A partir de 18 anos,68000000,51396781,7.6,0,Bob Hoskins,Gabriel Thomson,Clemens Schick
Swordfish ,2001,Dominic Sena,99,Color,Action|Crime|Thriller,USA,A partir de 18 anos,80000000,69772969,6.5,0,Hugh Jackman,Don Cheadle,Sam Shepard
