titulo,ano,diretor,duracao,cor,generos,pais,classificacao,orcamento,receita,nota_imdb,likes_facebook,ator_1,ator_2,ator_3
Spider-Man 2 ,2004,Sam Raimi,135,Color,Action|Adventure|Fantasy|Romance,USA,A partir de 13 anos,200000000,373377893,7.3,0,J.K. Simmons,James Franco,Kirsten Dunst
The Polar Express ,2004,Robert Zemeckis,100,Color,Adventure|Animation|Family|Fantasy,USA,Outros,165000000,665426,6.6,10000,Tom Hanks,Eddie Deezen,Peter Scolari
Troy ,2004,Wolfgang Petersen,196,Color,Adventure,USA,A partir de 18 anos,175000000,133228348,7.2,0,Brad Pitt,Orlando Bloom,Julian Glover
The Day After Tomorrow ,2004,Roland Emmerich,124,Color,Action|Adventure|Sci-Fi|Thriller,USA,A partir de 13 anos,125000000,186739919,6.4,19000,Jake Gyllenhaal,Dennis Quaid,Sela Ward
The Chronicles of Riddick ,2004,David Twohy,134,Color,Action|Adventure|Sci-Fi|Thriller,USA,A partir de 13 anos,105000000,57637485,6.7,0,Vin Diesel,Alexa Davalos,Christina Cox
Ocean's Twelve ,2004,Steven Soderbergh,125,Color,Crime|Thriller,USA,A partir de 13 anos,110000000,125531634,6.4,0,Brad Pitt,Julia Roberts,Mini Anden
The Aviator ,2004,Martin Scorsese,170,Black and White,Biography|Drama,USA,A partir de 13 anos,110000000,102608827,7.5,0,Leonardo DiCaprio,Adam Scott,Frances Conroy
Home on the Range ,2004,Will Finn,76,Color,Animation|Comedy|Family|Music|Western,USA,Livre,110000000,50026353,5.4,304,Steve Buscemi,Roseanne Barr,G.W. Bailey
Around the World in 80 Days ,2004,Frank Coraci,120,Color,Action|Adventure|Comedy,USA,Livre,110000000,24004159,5.8,0,Jim Broadbent,Steve Coogan,Cécile De France
"I, Robot ",2004,Alex Proyas,115,Color,Action|Mystery|Sci-Fi|Thriller,USA,A partir de 13 anos,120000000,144795350,7.1,0,Will Smith,Bruce Greenwood,Chi McBride
National Treasure ,2004,Jon Turteltaub,131,Color,Action|Adventure|Comedy|Family|Mystery,USA,Livre,100000000,173005002,6.9,0,Nicolas Cage,Armando Riesco,Annie Parisse
Catwoman ,2004,Pitof,87,Color,Action|Crime|Fantasy|Romance|Thriller,USA,A partir de 13 anos,100000000,40198710,3.3,0,Frances Conroy,Christopher Heyerdahl,Alex Borstein
The Stepford Wives ,2004,Frank Oz,93,Color,Comedy|Sci-Fi|Thriller,USA,A partir de 13 anos,90000000,59475623,5.2,0,Jon Lovitz,Matthew Broderick,Roger Bart
The Alamo ,2004,John Lee Hancock,137,Color,Drama|History|War|Western,USA,A partir de 13 anos,107000000,22406362,6,701,Dennis Quaid,Marc Blucas,Jordi Mollà
The Incredibles ,2004,Brad Bird,115,Color,Action|Adventure|Animation|Family,USA,Livre,92000000,261437578,8,0,Holly Hunter,Craig T. Nelson,Lou Romano
The Bourne Supremacy ,2004,Paul Greengrass,108,Color,Action|Mystery|Thriller,USA,A partir de 13 anos,75000000,176049130,7.8,0,Matt Damon,Joan Allen,Oksana Akinshina
The Manchurian Candidate ,2004,Jonathan Demme,129,Color,Drama|Mystery|Sci-Fi|Thriller,USA,A partir de 18 anos,80000000,65948711,6.6,0,Denzel Washington,Dorian Missick,Jose Pablo Cantillo
Hidalgo ,2004,Joe Johnston,136,Color,Action|Adventure|Western,USA,A partir de 13 anos,100000000,67286731,6.7,0,J.K. Simmons,Viggo Mortensen,Peter Mensah
50 First Dates ,2004,Peter Segal,99,Color,Comedy|Romance,USA,A partir de 13 anos,75000000,120776832,6.8,11000,Adam Sandler,Peter Dante,Allen Covert
Exorcist: The Beginning ,2004,Renny Harlin,125,Color,Horror|Mystery|Thriller,USA,A partir de 18 anos,50000000,41814863,5.1,893,James D'Arcy,Alan Ford,Izabella Scorupco
The Terminal ,2004,Steven Spielberg,128,Color,Comedy|Drama,USA,A partir de 13 anos,60000000,77032279,7.3,16000,Tom Hanks,Chi McBride,Barry Shabaka Henley
Shark Tale ,2004,Bibo Bergeron,90,Color,Adventure|Animation|Comedy|Family,USA,Livre,75000000,160762022,6,0,Robert De Niro,Martin Scorsese,Angelina Jolie Pitt
Spanglish ,2004,James L. Brooks,131,Color,Comedy|Drama|Romance,USA,A partir de 13 anos,80000000,42044321,6.5,0,Adam Sandler,Paz Vega,Sarah Steele
Flight of the Phoenix ,2004,John Moore,113,Color,Action|Adventure|Drama|Thriller,USA,A partir de 13 anos,45000000,21009180,6.1,1000,Dennis Quaid,Tony Curran,Miranda Otto
The Village ,2004,M. Night Shyamalan,108,Color,Drama|Mystery|Romance|Thriller,USA,A partir de 13 anos,60000000,114195633,6.5,0,Bryce Dallas Howard,Judy Greer,William Hurt
Shrek 2 ,2004,Andrew Adamson,93,Color,Adventure|Animation|Comedy|Family|Fantasy|Romance,USA,Livre,150000000,436471036,7.2,0,Rupert Everett,Jennifer Saunders,Conrad Vernon
AVP: Alien vs. Predator ,2004,Paul W.S. Anderson,109,Color,Action|Horror|Sci-Fi|Thriller,USA,A partir de 13 anos,60000000,80281096,5.6,0,Sanaa Lathan,Colin Salmon,Raoul Bova
Sky Captain and the World of Tomorrow ,2004,Kerry Conran,106,Color,Action|Adventure|Mystery|Sci-Fi|Thriller,USA,Livre,70000000,37760080,6.1,0,Angelina Jolie Pitt,Laurence Olivier,Bai Ling
Blade: Trinity ,2004,David S. Goyer,122,Color,Action|Adventure|Fantasy|Horror|Sci-Fi|Thriller,USA,A partir de 18 anos,65000000,52397389,5.9,0,Ryan Reynolds,Natasha Lyonne,John Michael Higgins
Meet the Fockers ,2004,Jay Roach,106,Color,Comedy|Romance,USA,A partir de 13 anos,80000000,279167575,6.3,0,Robert De Niro,Blythe Danner,Teri Polo
Collateral ,2004,Michael Mann,120,Color,Crime|Drama|Thriller,USA,A partir de 18 anos,65000000,100003492,7.6,0,Tom Cruise,Jada Pinkett Smith,Debi Mazar
Ladder 49 ,2004,Jay Russell,115,Color,Action|Drama|Thriller,USA,A partir de 13 anos,55000000,74540762,6.5,0,Billy Burke,Jay Hernandez,Jacinda Barrett
Man on Fire ,2004,Tony Scott,146,Color,Action|Crime|Drama|Thriller,USA,A partir de 18 anos,70000000,77862546,7.7,14000,Denzel Washington,Radha Mitchell,Giancarlo Giannini
Starsky & Hutch ,2004,Todd Phillips,101,Color,Comedy|Crime,USA,A partir de 13 anos,60000000,88200225,6.1,0,Snoop Dogg,Carmen Electra,Fred Williamson
Hellboy ,2004,Guillermo del Toro,132,Color,Action|Fantasy|Horror|Sci-Fi,USA,A partir de 13 anos,66000000,59035104,6.8,0,James Babson,Rupert Evans,Brian Steele
After the Sunset ,2004,Brett Ratner,97,Color,Action|Comedy|Crime|Drama,USA,A partir de 13 anos,58000000,28328132,6.3,782,Salma Hayek,Don Cheadle,Chris Penn
Walking Tall ,2004,Kevin Bray,86,Color,Action|Crime,USA,A partir de 13 anos,56000000,45860039,6.2,0,Dwayne Johnson,Ashley Scott,Michael Bowen
Kill Bill: Vol. 2 ,2004,Quentin Tarantino,137,Black and White,Action|Crime|Drama|Thriller,USA,A partir de 18 anos,30000000,66207920,8,0,Vivica A. Fox,Michael Parks,Michael Bowen
Garfield ,2004,Peter Hewitt,80,Color,Animation|Comedy|Family|Fantasy,USA,Livre,35000000,75367693,5,795,Bill Murray,Mark Christopher Lawrence,Michael Monks
Christmas with the Kranks ,2004,Joe Roth,99,Color,Comedy|Family,USA,Livre,60000000,73701902,5.2,0,Jamie Lee Curtis,Cheech Marin,Jake Busey
Raising Helen ,2004,Garry Marshall,119,Color,Comedy|Drama|Romance,USA,A partir de 13 anos,50000000,37486138,6,718,Amber Valletta,Felicity Huffman,Spencer Breslin
The Life Aquatic with Steve Zissou ,2004,Wes Anderson,119,Color,Adventure|Comedy|Drama,USA,A partir de 18 anos,50000000,24006726,7.3,0,Bill Murray,Anjelica Huston,Matthew Gray Gubler
The Big Bounce ,2004,George Armitage,88,Color,Comedy|Crime,USA,A partir de 13 anos,50000000,6471394,4.9,288,Morgan Freeman,Andrew Wilson,Willie Nelson
The Princess Diaries 2: Royal Engagement ,2004,Garry Marshall,113,Color,Comedy|Family|Romance,USA,Outros,40000000,95149435,5.7,1000,Anne Hathaway,Raven-Symoné,Hector Elizondo
Fat Albert ,2004,Joel Zwick,93,Color,Comedy|Family|Fantasy|Romance,USA,Livre,26000000,48114556,4.3,531,Dania Ramirez,Nick Zano,Alice Greczyn
Cellular ,2004,David R. Ellis,94,Color,Action|Crime|Thriller,USA,A partir de 13 anos,25000000,32003620,6.5,2000,Richard Burgi,Valerie Cruz,Will Beinbrink
Along Came Polly ,2004,John Hamburg,90,Color,Comedy|Romance,USA,A partir de 13 anos,42000000,87856565,5.9,0,Philip Seymour Hoffman,Masi Oka,Debra Messing
Ray ,2004,Taylor Hackford,178,Color,Biography|Drama|Music,USA,A partir de 13 anos,40000000,75305995,7.7,0,Bokeem Woodbine,Curtis Armstrong,Harry Lennix
Shall We Dance ,2004,Peter Chelsom,106,Color,Comedy|Drama|Romance,USA,A partir de 13 anos,50000000,57887882,6.1,0,Lisa Ann Walter,Nick Cannon,Omar Benson Miller
Secret Window ,2004,David Koepp,96,Color,Mystery|Thriller,USA,A partir de 13 anos,40000000,47781388,6.6,0,Johnny Depp,Charles S. Dutton,Timothy Hutton
Torque ,2004,Joseph Kahn,84,Color,Action|Comedy|Crime,USA,A partir de 13 anos,40000000,21176322,4,0,Dane Cook,Jay Hernandez,Christina Milian
New York Minute ,2004,Dennie Gordon,91,Color,Comedy|Crime|Family|Romance,USA,Livre,30000000,14018364,4.8,849,Mary-Kate Olsen,Bob Saget,Riley Smith
The Last Shot ,2004,Jeff Nathanson,93,Color,Comedy,USA,A partir de 18 anos,NA,463730,5.7,89,Matthew Broderick,Glenn Morshower,Tim Blake Nelson
