titulo,ano,diretor,duracao,cor,generos,pais,classificacao,orcamento,receita,nota_imdb,likes_facebook,ator_1,ator_2,ator_3
Dinosaur ,2000,Eric Leighton,82,Color,Adventure|Animation|Family|Thriller,USA,Livre,127500000,137748063,6.5,0,Alfre Woodard,D.B. Sweeney,Della Reese
How the Grinch Stole Christmas ,2000,Ron Howard,110,Color,Comedy|Family|Fantasy,USA,Livre,123000000,260031035,6,0,Clint Howard,T.J. Thyne,Molly Shannon
Mission: Impossible II ,2000,John Woo,123,Color,Action|Adventure|Thriller,USA,A partir de 13 anos,125000000,215397307,6.1,0,Tom Cruise,Dougray Scott,Richard Roxburgh
The Perfect Storm ,2000,Wolfgang Petersen,130,Color,Action|Adventure|Drama|Thriller,USA,A partir de 13 anos,140000000,182618434,6.4,0,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton
The Patriot ,2000,Roland Emmerich,142,Color,Action|Drama|History|War,USA,A partir de 18 anos,110000000,113330342,7.1,4000,Heath Ledger,Adam Baldwin,Tom Wilkinson
Gone in Sixty Seconds ,2000,Dominic Sena,127,Color,Action|Crime|Thriller,USA,A partir de 13 anos,90000000,101643008,6.5,0,Nicolas Cage,Angelina Jolie Pitt,Robert Duvall
Gladiator ,2000,Ridley Scott,171,Color,Action|Drama|Romance,USA,A partir de 18 anos,103000000,187670866,8.5,21000,Djimon Hounsou,Connie Nielsen,Oliver Reed
The Emperor's New Groove ,2000,Mark Dindal,78,Color,Adventure|Animation|Comedy|Family|Fantasy,USA,Outros,100000000,89296573,7.3,0,Eartha Kitt,Wendie Malick,John Fiedler
The Road to El Dorado ,2000,Bibo Bergeron,89,Color,Adventure|Animation|Comedy|Family|Romance,USA,Livre,95000000,50802661,6.9,0,Frank Welker,Rosie Perez,Elton John
What Lies Beneath ,2000,Robert Zemeckis,130,Color,Drama|Fantasy|Horror|Mystery|Thriller,USA,A partir de 13 anos,100000000,155370362,6.6,0,Harrison Ford,Amber Valletta,Miranda Otto
Charlie's Angels ,2000,McG,94,Color,Action|Adventure|Comedy|Crime|Thriller,USA,A partir de 13 anos,92000000,125305545,5.5,0,Bill Murray,LL Cool J,Kelly Lynch
Hollow Man ,2000,Paul Verhoeven,119,Color,Action|Horror|Sci-Fi|Thriller,USA,A partir de 18 anos,95000000,73209340,5.7,0,Greg Grunberg,Kim Dickens,Joey Slotnick
Mission to Mars ,2000,Brian De Palma,114,Color,Adventure|Sci-Fi|Thriller,USA,Livre,90000000,60874615,5.6,0,Don Cheadle,Connie Nielsen,Kim Delaney
Cast Away ,2000,Robert Zemeckis,143,Color,Adventure|Drama|Romance,USA,A partir de 13 anos,90000000,233630478,7.7,23000,Tom Hanks,Paul Sanchez,Nick Searcy
102 Dalmatians ,2000,Kevin Lima,100,Color,Adventure|Comedy|Family,USA,Outros,85000000,66941559,4.8,372,Ioan Gruffudd,Eric Idle,Jim Carter
Nutty Professor II: The Klumps ,2000,Peter Segal,109,Color,Comedy|Romance|Sci-Fi,USA,A partir de 13 anos,65000000,123307945,4.3,374,Larry Miller,Janet Jackson,Chris Elliott
The 6th Day ,2000,Roger Spottiswoode,123,Color,Action|Mystery|Sci-Fi|Thriller,USA,A partir de 13 anos,82000000,34543701,5.9,0,Robert Duvall,Michael Rapaport,Tony Goldwyn
Little Nicky ,2000,Steven Brill,90,Color,Comedy|Fantasy,USA,A partir de 13 anos,80000000,39442871,5.3,0,Adam Sandler,Jon Lovitz,Michael McKean
Thirteen Days ,2000,Roger Donaldson,145,Color,Drama|History|Thriller,USA,A partir de 13 anos,80000000,34566746,7.3,0,Bruce Greenwood,Jon Foster,Bruce Thomas
Battlefield Earth ,2000,Roger Christian,119,Color,Action|Adventure|Sci-Fi,USA,A partir de 13 anos,44000000,21471685,2.4,0,Richard Tyson,Michael Byrne,John Topor
Red Planet ,2000,Antony Hoffman,106,Color,Action|Sci-Fi|Thriller,USA,A partir de 13 anos,70000000,17473245,5.7,995,Bob Neill,Val Kilmer,Tom Sizemore
